sender_id,tx_count,counterparties,avg_amount,tx_window_days,tx_per_day
C102203,13,13,5811.31,90,0.144
C102204,26,26,3850.97,89,0.292
C102205,22,22,3881.53,88,0.25
C102206,21,21,5122.45,78,0.269
C102207,10,10,5511.6,51,0.196
C102208,25,25,3264.24,86,0.291
C102209,15,15,6345.37,87,0.172
C102210,15,15,2822.49,85,0.176
C102211,8,8,10131.88,71,0.113
C102212,19,19,4646.36,91,0.209
C102213,26,26,5563.61,89,0.292
C102214,16,16,3096.77,81,0.198
C102215,19,18,3349.49,93,0.204
C102216,16,16,4484.19,77,0.208
C102217,16,16,3665.08,88,0.182
C102218,29,29,3800.39,80,0.362
C102219,16,16,4891.59,72,0.222
C102220,18,18,4049.75,91,0.198
C102221,18,18,5740.21,87,0.207
C102222,22,22,6241.64,86,0.256
C102223,20,20,3835.15,67,0.299
C102224,19,19,4116.46,90,0.211
C102225,20,20,4248.48,92,0.217
C102226,25,25,4381.31,88,0.284
C102227,22,22,4699.23,82,0.268
C102228,17,17,3975.59,86,0.198
C102229,10,10,5835.98,94,0.106
C102230,21,21,2599.01,85,0.247
C102231,23,23,4513.16,90,0.256
C102232,18,18,5330.56,92,0.196
C102233,26,26,4267.24,88,0.295
C102234,27,27,6883.57,94,0.287
C102235,16,16,6946.56,79,0.203
C102236,24,24,3228.48,92,0.261
C102237,19,19,5148.28,70,0.271
C102238,18,17,4267.14,76,0.237
C102239,18,18,4196.69,89,0.202
C102240,16,15,4842.6,88,0.182
C102241,19,19,3709.04,93,0.204
C102242,13,13,3040.64,78,0.167
C102243,21,21,2978.72,79,0.266
C102244,21,20,4331.69,88,0.239
C102245,20,19,4140.24,92,0.217
C102246,21,21,4382.83,89,0.236
C102247,22,22,7825.66,90,0.244
C102248,20,20,4559.05,78,0.256
C102249,14,14,4455.58,88,0.159
C102250,18,18,3666.57,87,0.207
C102251,16,16,4703.0,85,0.188
C102252,28,27,3901.49,94,0.298
C102253,18,18,4791.85,87,0.207
C102254,18,18,3455.15,93,0.194
C102255,21,21,4449.85,89,0.236
C102256,19,19,4983.74,88,0.216
C102257,24,24,3942.25,92,0.261
C102258,17,17,4689.33,81,0.21
C102259,16,16,2397.29,93,0.172
C102260,18,18,4043.19,88,0.205
C102261,24,24,4332.32,77,0.312
C102262,16,16,4380.73,81,0.198
C102263,19,19,3759.51,94,0.202
C102264,16,16,7575.22,84,0.19
C102265,16,16,5875.6,87,0.184
C102266,20,20,5003.02,86,0.233
C102267,19,19,5938.23,91,0.209
C102268,18,18,7390.91,90,0.2
C102269,14,14,4237.25,61,0.23
C102270,17,17,5242.62,85,0.2
C102271,11,11,5376.52,75,0.147
C102272,15,15,3423.98,94,0.16
C102273,25,25,5455.66,92,0.272
C102274,27,27,2675.31,82,0.329
C102275,23,23,3496.7,91,0.253
C102276,22,22,3705.08,90,0.244
C102277,18,18,5053.01,87,0.207
C102278,18,18,4167.34,86,0.209
C102279,18,18,5910.51,93,0.194
C102280,21,21,2958.29,94,0.223
C102281,27,27,4402.39,88,0.307
C102282,23,23,5466.61,87,0.264
C102283,16,16,2580.18,88,0.182
C102284,14,14,3719.19,77,0.182
C102285,25,25,4758.01,93,0.269
C102286,12,12,2534.55,92,0.13
C102287,24,24,3197.53,94,0.255
C102288,19,19,3166.15,85,0.224
C102289,22,22,3363.68,93,0.237
C102290,27,27,4974.77,92,0.293
C102291,15,15,3968.94,91,0.165
C102292,17,17,4822.94,82,0.207
C102293,17,17,5611.96,91,0.187
C102294,26,25,3217.64,74,0.351
C102295,23,23,5010.87,87,0.264
C102296,20,20,2582.88,88,0.227
C102297,23,23,4105.58,93,0.247
C102298,20,20,5918.53,93,0.215
C102299,29,29,5629.93,88,0.33
C102300,20,20,3671.02,80,0.25
C102301,17,17,3671.74,91,0.187
C102302,20,20,4353.53,88,0.227
C102303,22,22,4045.46,82,0.268
C102304,21,21,4436.35,83,0.253
C102305,24,24,3944.03,94,0.255
C102306,19,19,5327.19,88,0.216
C102307,20,18,4074.33,70,0.286
C102308,21,21,3323.21,94,0.223
C102309,24,24,3738.87,87,0.276
C102310,27,27,6848.06,87,0.31
C102311,16,16,5903.05,91,0.176
C102312,23,23,5960.15,87,0.264
C102313,18,18,6255.77,87,0.207
C102314,22,22,3856.5,88,0.25
C102315,20,20,4073.98,87,0.23
C102316,16,16,4246.18,85,0.188
C102317,21,21,3269.37,87,0.241
C102318,16,16,3799.52,80,0.2
C102319,15,15,3056.02,67,0.224
C102320,19,19,3669.15,84,0.226
C102321,16,16,2734.9,95,0.168
C102322,19,19,4148.4,84,0.226
C102323,19,18,3492.67,82,0.232
C102324,24,24,6433.42,94,0.255
C102325,20,19,4886.17,85,0.235
C102326,21,21,3652.7,94,0.223
C102327,18,18,3931.98,91,0.198
C102328,14,14,3973.71,79,0.177
C102329,19,19,4211.05,82,0.232
C102330,24,24,4560.98,95,0.253
C102331,16,16,4186.34,80,0.2
C102332,16,16,3803.25,63,0.254
C102333,20,20,5051.92,83,0.241
C102334,27,27,4748.37,94,0.287
C102335,12,12,6772.4,69,0.174
C102336,17,17,4630.05,79,0.215
C102337,18,18,3502.01,88,0.205
C102338,15,15,4391.21,89,0.169
C102339,17,17,4955.6,66,0.258
C102340,21,21,4680.48,83,0.253
C102341,19,19,6265.1,92,0.207
C102342,21,21,5773.61,81,0.259
C102343,15,15,2643.0,68,0.221
C102344,17,16,3396.0,95,0.179
C102345,18,18,4981.81,88,0.205
C102346,16,16,4251.39,89,0.18
C102347,22,22,3687.83,87,0.253
C102348,31,31,3804.12,89,0.348
C102349,22,22,4128.93,88,0.25
C102350,16,16,3843.73,90,0.178
C102351,19,19,3824.86,89,0.213
C102352,15,15,5626.94,77,0.195
C102353,19,19,3048.13,79,0.241
C102354,12,12,3658.67,79,0.152
C102355,21,21,3801.19,80,0.262
C102356,22,22,3518.01,91,0.242
C102357,19,19,3647.32,76,0.25
C102358,15,15,3163.22,79,0.19
C102359,13,13,3717.4,89,0.146
C102360,17,17,4353.88,86,0.198
C102361,19,19,4685.84,85,0.224
C102362,18,18,6146.3,92,0.196
C102363,16,16,3440.06,74,0.216
C102364,17,17,4382.8,90,0.189
C102365,19,19,2688.88,80,0.238
C102366,28,28,3246.55,94,0.298
C102367,19,19,2908.79,91,0.209
C102368,16,16,3544.4,90,0.178
C102369,20,20,2619.58,93,0.215
C102370,17,17,7560.94,77,0.221
C102371,12,12,9043.07,72,0.167
C102372,23,23,3813.4,93,0.247
C102373,18,18,5197.94,85,0.212
C102374,21,21,3163.36,77,0.273
C102375,30,30,3192.8,80,0.375
C102376,13,13,3338.55,82,0.159
C102377,19,19,3763.24,80,0.238
C102378,22,22,4931.12,84,0.262
C102379,22,21,4764.1,91,0.242
C102380,17,17,2292.54,91,0.187
C102381,14,14,5253.8,91,0.154
C102382,20,20,3901.61,93,0.215
C102383,12,12,5906.68,66,0.182
C102384,19,19,5966.73,91,0.209
C102385,11,11,4062.13,55,0.2
C102386,11,11,1929.11,79,0.139
C102387,14,14,5877.62,70,0.2
C102388,19,19,5742.31,94,0.202
C102389,24,22,6146.34,94,0.255
C102390,17,17,4847.52,86,0.198
C102391,21,21,2362.97,81,0.259
C102392,23,23,3515.72,76,0.303
C102393,21,21,2986.9,85,0.247
C102394,14,14,3076.06,88,0.159
C102395,17,17,6305.57,89,0.191
C102396,18,18,4246.8,79,0.228
C102397,22,22,6543.69,83,0.265
C102398,26,26,4915.14,83,0.313
C102399,21,20,3780.65,81,0.259
C102400,11,11,4705.74,81,0.136
C102401,13,13,3254.43,65,0.2
C102402,22,22,5020.28,90,0.244
C102403,20,20,6148.72,93,0.215
C102404,22,22,3757.8,94,0.234
C102405,19,19,4426.92,74,0.257
C102406,14,14,6020.14,79,0.177
C102407,12,12,4653.88,89,0.135
C102408,27,26,5702.44,93,0.29
C102409,24,24,3060.76,81,0.296
C102410,19,19,5901.13,85,0.224
C102411,25,25,4592.8,87,0.287
C102412,22,22,3206.1,91,0.242
C102413,21,21,5713.8,78,0.269
C102414,15,15,5986.45,92,0.163
C102415,24,24,4515.39,93,0.258
C102416,15,15,3369.52,88,0.17
C102417,18,15,7553.74,87,0.207
C102418,18,18,6839.69,73,0.247
C102419,21,21,3051.9,88,0.239
C102420,16,16,4362.81,84,0.19
C102421,9,9,6454.15,71,0.127
C102422,20,19,3127.82,84,0.238
C102423,17,17,6220.02,83,0.205
C102424,12,12,8740.48,91,0.132
C102425,19,19,2813.67,91,0.209
C102426,21,21,3146.49,81,0.259
C102427,19,19,3797.87,89,0.213
C102428,28,28,4474.21,94,0.298
C102429,20,20,4575.25,86,0.233
C102430,18,18,6048.06,82,0.22
C102431,18,18,3750.57,76,0.237
C102432,12,12,2441.68,78,0.154
C102433,21,20,3421.73,92,0.228
C102434,14,14,2644.76,65,0.215
C102435,14,14,3951.17,77,0.182
C102436,19,19,4694.75,80,0.238
C102437,15,15,4795.27,93,0.161
C102438,21,21,8475.49,94,0.223
C102439,21,21,4381.74,86,0.244
C102440,17,16,5867.22,89,0.191
C102441,19,19,2097.96,78,0.244
C102442,17,17,3023.4,81,0.21
C102443,18,18,4177.35,93,0.194
C102444,30,30,4586.85,92,0.326
C102445,16,16,2793.35,75,0.213
C102446,20,20,5492.63,86,0.233
C102447,21,20,5383.39,86,0.244
C102448,19,18,2718.44,92,0.207
C102449,15,15,3513.83,86,0.174
C102450,16,16,4065.78,74,0.216
C102451,20,20,5144.8,80,0.25
C102452,13,13,3793.58,86,0.151
C102453,18,18,6803.78,90,0.2
C102454,21,21,4870.03,84,0.25
C102455,22,22,2127.96,73,0.301
C102456,22,21,3030.56,85,0.259
C102457,22,22,3274.0,91,0.242
C102458,24,23,4914.95,87,0.276
C102459,28,28,3968.47,91,0.308
C102460,16,16,3854.88,87,0.184
C102461,15,15,2776.61,91,0.165
C102462,19,19,3897.82,88,0.216
C102463,22,21,3415.92,86,0.256
C102464,15,15,3669.64,79,0.19
C102465,23,23,4301.1,87,0.264
C102466,22,22,3363.32,87,0.253
C102467,12,12,2763.27,86,0.14
C102468,21,21,3188.61,80,0.262
C102469,22,22,6970.72,92,0.239
C102470,19,18,5049.05,87,0.218
C102471,24,24,5461.59,87,0.276
C102472,26,26,3983.49,92,0.283
C102473,16,16,3411.41,89,0.18
C102474,25,25,3909.69,93,0.269
C102475,20,20,2540.16,87,0.23
C102476,16,16,4098.39,81,0.198
C102477,18,18,5388.68,91,0.198
C102478,14,13,9397.57,60,0.233
C102479,16,16,5541.12,90,0.178
C102480,22,22,3035.08,89,0.247
C102481,27,27,3503.42,84,0.321
C102482,15,15,2440.56,79,0.19
C102483,11,11,4124.05,87,0.126
C102484,17,17,3665.42,81,0.21
C102485,17,17,1999.1,95,0.179
C102486,16,16,3935.56,88,0.182
C102487,22,22,4068.1,89,0.247
C102488,20,20,3396.87,92,0.217
C102489,19,19,4848.12,86,0.221
C102490,8,8,2913.42,44,0.182
C102491,24,24,3626.09,90,0.267
C102492,21,21,4663.03,90,0.233
C102493,19,19,4068.76,88,0.216
C102494,21,21,4397.4,84,0.25
C102495,18,18,4534.63,93,0.194
C102496,21,20,5719.9,85,0.247
C102497,25,25,6852.5,92,0.272
C102498,18,18,2269.04,78,0.231
C102499,13,12,2726.63,93,0.14
M200000,6,6,3575.22,78,0.077
M200001,4,4,3883.41,61,0.066
M200002,8,8,3874.14,57,0.14
M200003,3,3,2711.02,56,0.054
M200004,5,5,1600.88,63,0.079
M200005,7,7,2067.46,76,0.092
M200006,7,7,3314.93,59,0.119
M200007,4,4,5193.24,47,0.085
M200008,5,5,4713.04,59,0.085
M200009,3,3,11028.07,11,0.273
M200010,6,6,5036.5,42,0.143
M200011,4,4,2819.65,47,0.085
M200012,4,4,2434.02,50,0.08
M200013,4,4,3680.77,49,0.082
M200014,8,8,11770.49,73,0.11
M200016,2,2,3274.34,66,0.03
M200017,8,8,6632.97,74,0.108
M200018,7,7,1645.72,83,0.084
M200019,6,6,4080.64,83,0.072
M200020,5,5,4764.24,67,0.075
M200021,6,6,4700.73,72,0.083
M200022,1,1,2177.24,1,1.0
M200023,3,3,1707.81,41,0.073
M200024,3,3,1936.19,38,0.079
M200025,12,12,3324.75,86,0.14
M200026,4,4,2868.71,53,0.075
M200027,7,7,3233.04,86,0.081
M200028,3,3,6838.65,25,0.12
M200029,3,3,3755.36,47,0.064
M200030,5,5,5612.11,70,0.071
M200031,8,8,6367.45,74,0.108
M200032,7,7,1369.13,69,0.101
M200033,4,4,2101.96,81,0.049
M200034,5,5,4897.63,80,0.062
M200035,3,3,2141.75,59,0.051
M200036,2,2,2251.56,50,0.04
M200037,7,7,4468.76,47,0.149
M200038,2,2,3806.69,30,0.067
M200039,2,2,2528.92,35,0.057
M200040,5,5,4383.07,85,0.059
M200041,1,1,2236.46,1,1.0
M200042,5,5,6049.74,45,0.111
M200043,5,5,5871.97,85,0.059
M200044,5,5,2334.76,56,0.089
M200045,3,3,4540.79,28,0.107
M200046,3,3,3310.4,72,0.042
M200047,6,6,4441.04,53,0.113
M200048,9,9,2820.02,84,0.107
M200049,1,1,2183.96,1,1.0
M200050,4,4,2463.3,26,0.154
M200051,6,6,3537.15,74,0.081
M200052,6,6,2670.85,77,0.078
M200053,7,7,5797.64,69,0.101
M200054,6,6,3272.98,49,0.122
M200055,4,4,3455.7,76,0.053
M200056,6,6,3268.16,37,0.162
M200057,3,3,3540.25,54,0.056
M200058,5,5,4244.5,40,0.125
M200059,8,8,7644.07,88,0.091
M200060,8,7,4100.28,57,0.14
M200061,7,7,3493.94,72,0.097
M200062,4,4,2094.63,78,0.051
M200063,7,7,3344.87,80,0.088
M200064,6,6,4412.05,49,0.122
M200065,2,2,1477.65,10,0.2
M200066,5,5,2151.64,28,0.179
M200067,4,4,4768.25,87,0.046
M200068,5,5,2891.85,81,0.062
M200069,5,5,1694.76,84,0.06
M200070,4,4,4742.98,84,0.048
M200071,4,4,5985.67,74,0.054
M200072,2,2,2199.08,16,0.125
M200073,7,7,2658.26,82,0.085
M200074,10,10,2537.1,77,0.13
M200075,4,4,2885.93,36,0.111
M200076,7,7,1858.36,80,0.088
M200077,10,10,7354.64,91,0.11
M200078,2,2,2971.21,66,0.03
M200079,1,1,1764.82,1,1.0
M200080,2,2,4446.81,1,2.0
M200081,2,2,21132.17,54,0.037
M200082,6,6,4729.12,64,0.094
M200083,4,4,5460.23,69,0.058
M200084,7,7,4162.79,69,0.101
M200085,4,4,7468.34,59,0.068
M200086,2,2,5982.11,1,2.0
M200087,10,10,3233.82,87,0.115
M200088,4,4,8976.22,70,0.057
M200089,5,5,5376.59,69,0.072
M200090,4,4,3381.01,46,0.087
M200091,2,2,5751.38,34,0.059
M200092,5,5,2221.66,71,0.07
M200093,4,4,4747.71,83,0.048
M200094,3,3,5929.06,39,0.077
M200095,7,7,3750.0,47,0.149
M200096,2,2,789.04,65,0.031
M200097,4,4,4058.03,87,0.046
M200098,5,5,1980.99,91,0.055
M200099,5,5,2572.62,47,0.106
M200100,6,6,6286.31,87,0.069
M200101,6,6,7228.84,64,0.094
M200102,3,3,12652.46,25,0.12
M200103,3,3,2848.1,33,0.091
M200104,9,9,6364.13,85,0.106
M200105,6,6,2666.01,56,0.107
M200106,9,9,3124.11,93,0.097
M200107,10,10,4254.04,83,0.12
M200108,4,4,5764.88,71,0.056
M200109,6,6,4804.99,70,0.086
M200110,4,4,5789.33,37,0.108
M200111,8,8,5175.04,84,0.095
M200112,6,6,3804.23,83,0.072
M200113,1,1,7727.11,1,1.0
M200114,4,4,5730.7,16,0.25
M200115,6,6,4939.86,91,0.066
M200116,5,5,2686.55,90,0.056
M200117,4,4,8479.6,50,0.08
M200118,2,2,33973.41,4,0.5
M200119,5,5,2508.86,54,0.093
M200120,9,9,4061.9,68,0.132
M200121,4,4,5980.59,58,0.069
M200122,3,3,1587.54,36,0.083
M200123,4,4,5240.7,75,0.053
M200124,5,5,3026.57,41,0.122
M200125,7,7,2276.2,61,0.115
M200126,1,1,5411.61,1,1.0
M200127,8,8,3693.95,93,0.086
M200128,5,5,5101.56,84,0.06
M200129,6,6,3485.04,79,0.076
M200130,5,5,4674.35,50,0.1
M200131,8,8,2207.84,85,0.094
M200132,4,4,2659.82,79,0.051
M200133,6,6,4870.47,45,0.133
M200134,8,8,3792.61,84,0.095
M200135,9,9,3116.53,69,0.13
M200136,4,4,10463.08,48,0.083
M200137,6,6,7904.01,58,0.103
M200138,8,8,5688.9,78,0.103
M200139,8,8,5912.89,76,0.105
M200140,7,7,3506.82,94,0.074
M200141,8,8,3850.66,75,0.107
M200142,4,4,12025.73,20,0.2
M200143,2,2,2887.5,8,0.25
M200144,9,9,4121.83,48,0.188
M200145,9,9,4036.58,74,0.122
M200146,4,4,3191.12,53,0.075
M200147,5,5,2370.11,43,0.116
M200148,2,2,3749.16,4,0.5
M200149,4,4,1793.63,77,0.052
M200150,10,10,4522.37,92,0.109
M200151,2,2,1044.68,65,0.031
M200152,4,4,3090.45,67,0.06
M200153,6,6,4522.85,49,0.122
M200154,8,8,10117.88,49,0.163
M200155,1,1,4312.5,1,1.0
M200156,6,6,4978.69,49,0.122
M200157,8,8,4345.53,51,0.157
M200158,5,5,5065.73,59,0.085
M200159,6,6,5224.55,74,0.081
M200160,4,4,2373.57,49,0.082
M200161,4,4,8126.18,35,0.114
M200162,4,4,2137.6,71,0.056
M200163,1,1,2449.01,1,1.0
M200164,7,7,4477.77,73,0.096
M200165,8,8,3991.07,76,0.105
M200166,6,6,3159.34,84,0.071
M200167,8,8,2728.77,63,0.127
M200168,10,10,7401.88,75,0.133
M200169,3,3,5452.48,91,0.033
M200170,9,9,4187.46,83,0.108
M200171,7,7,3153.29,64,0.109
M200172,6,6,4782.43,55,0.109
M200173,5,5,4351.92,49,0.102
M200174,3,3,4715.82,13,0.231
M200175,6,6,4321.26,47,0.128
M200176,4,4,5224.45,68,0.059
M200177,6,6,3487.22,71,0.085
M200178,4,4,1761.56,64,0.062
M200179,6,6,4269.17,61,0.098
M200180,3,3,7749.76,18,0.167
M200181,6,6,5154.31,69,0.087
M200182,5,5,5178.36,65,0.077
M200183,5,5,1679.9,87,0.057
M200184,4,4,4556.92,35,0.114
M200185,6,6,5407.31,41,0.146
M200186,4,4,6554.12,56,0.071
M200187,4,4,7768.99,51,0.078
M200188,3,3,3959.7,46,0.065
M200189,5,5,10866.45,88,0.057
M200190,3,3,2277.82,72,0.042
M200191,5,5,3409.28,87,0.057
M200192,9,9,3430.33,81,0.111
M200193,4,4,3651.68,64,0.062
M200194,5,5,3862.16,62,0.081
M200195,5,5,3770.26,64,0.078
M200196,4,4,8847.86,53,0.075
M200197,1,1,3085.04,1,1.0
M200198,5,5,3050.04,46,0.109
M200199,9,9,2156.37,94,0.096
M200200,4,4,1776.2,48,0.083
M200201,9,9,3571.18,79,0.114
M200202,7,7,4109.8,73,0.096
M200203,5,5,4055.94,67,0.075
M200204,9,9,4057.88,68,0.132
M200205,6,6,6016.42,73,0.082
M200206,3,3,867.2,22,0.136
M200207,2,2,2447.14,27,0.074
M200208,7,7,4324.62,94,0.074
M200209,10,10,5377.34,88,0.114
M200210,3,3,5933.94,54,0.056
M200211,4,4,2351.83,81,0.049
M200212,7,7,4759.52,86,0.081
M200213,4,4,2582.6,50,0.08
M200214,3,3,10815.51,7,0.429
M200215,5,5,2824.42,56,0.089
M200216,5,5,2258.27,85,0.059
M200217,5,5,3207.51,76,0.066
M200218,5,5,5743.21,72,0.069
M200219,7,7,1324.38,73,0.096
M200220,7,7,3867.53,64,0.109
M200221,9,9,2272.22,51,0.176
M200222,4,4,3797.6,22,0.182
M200223,6,6,2750.23,83,0.072
M200224,5,5,2172.8,52,0.096
M200225,5,5,1475.54,85,0.059
M200226,6,6,3033.6,90,0.067
M200227,9,9,6541.1,74,0.122
M200228,4,4,3663.56,41,0.098
M200229,7,7,1649.59,87,0.08
M200230,7,7,3962.44,66,0.106
M200231,5,5,3596.24,58,0.086
M200232,5,5,5426.22,75,0.067
M200233,5,5,6755.23,37,0.135
M200234,5,5,3118.43,75,0.067
M200235,1,1,3606.31,1,1.0
M200236,2,2,4080.42,29,0.069
M200237,1,1,5476.41,1,1.0
M200238,2,2,9823.43,39,0.051
M200239,5,5,2749.61,64,0.078
M200240,7,7,4234.48,85,0.082
M200241,4,4,5709.88,21,0.19
M200242,5,5,2940.41,71,0.07
M200243,11,11,3462.32,87,0.126
M200244,4,4,2740.52,29,0.138
M200245,5,5,3416.44,72,0.069
M200246,10,10,3557.51,52,0.192
M200247,7,7,2072.29,69,0.101
M200248,3,3,5121.39,50,0.06
M200249,4,4,5573.44,57,0.07
M200250,6,5,4170.2,69,0.087
M200251,5,5,3452.99,74,0.068
M200252,3,3,415.32,51,0.059
M200253,6,6,2309.9,48,0.125
M200254,5,5,2332.33,73,0.068
M200255,2,2,1096.68,17,0.118
M200256,5,5,9592.87,86,0.058
M200257,3,3,2817.79,43,0.07
M200258,2,2,1154.84,59,0.034
M200260,8,8,4077.42,79,0.101
M200261,5,5,2858.73,83,0.06
M200262,6,6,3692.25,86,0.07
M200263,2,2,16950.5,44,0.045
M200264,5,5,1512.98,45,0.111
M200265,7,7,2144.7,64,0.109
M200266,4,4,3045.82,49,0.082
M200267,4,4,5937.76,68,0.059
M200268,6,6,5307.93,61,0.098
M200269,3,3,3527.58,38,0.079
M200270,10,10,4666.02,92,0.109
M200271,2,2,6192.61,57,0.035
M200272,6,6,2205.42,94,0.064
M200273,4,4,4307.84,58,0.069
M200274,4,4,1439.66,37,0.108
M200275,3,3,3367.88,62,0.048
M200276,3,3,2827.2,63,0.048
M200277,4,4,3373.88,24,0.167
M200278,6,6,6395.78,77,0.078
M200279,4,4,2051.19,54,0.074
M200280,3,3,2234.19,36,0.083
M200281,2,2,1763.32,57,0.035
M200282,6,6,4613.15,39,0.154
M200283,3,3,4643.88,71,0.042
M200284,10,10,5261.78,61,0.164
M200285,10,10,5393.49,87,0.115
M200286,8,8,6318.55,89,0.09
M200287,6,6,2961.85,53,0.113
M200288,2,2,4600.79,34,0.059
M200289,2,2,4853.14,14,0.143
M200290,13,13,3282.35,79,0.165
M200291,10,10,4772.86,88,0.114
M200292,1,1,7981.5,1,1.0
M200293,9,9,5766.63,57,0.158
M200294,7,7,4605.16,72,0.097
M200295,5,5,2629.53,39,0.128
M200296,8,8,3653.1,87,0.092
M200297,5,5,4654.54,79,0.063
M200298,6,6,3805.09,63,0.095
M200299,4,4,1534.61,72,0.056
M200300,3,3,7610.63,91,0.033
M200301,2,2,6232.59,31,0.065
M200302,9,9,3746.84,86,0.105
M200303,4,4,3145.78,61,0.066
M200304,3,3,3019.96,34,0.088
M200305,8,8,2860.06,81,0.099
M200306,4,4,3841.88,51,0.078
M200307,6,6,2213.99,89,0.067
M200308,7,7,2741.79,84,0.083
M200309,3,3,2909.28,50,0.06
M200310,5,5,6410.79,50,0.1
M200311,2,2,3508.64,58,0.034
M200312,7,7,2495.46,48,0.146
M200313,3,3,2821.25,58,0.052
M200314,5,5,3144.5,76,0.066
M200315,7,7,8110.39,62,0.113
M200316,8,8,3026.36,83,0.096
M200317,4,4,4125.07,61,0.066
M200318,5,5,5770.23,88,0.057
M200319,12,12,3262.7,88,0.136
M200320,5,5,4234.73,59,0.085
M200321,6,6,4033.86,79,0.076
M200322,5,5,6882.79,24,0.208
M200323,5,5,2715.48,83,0.06
M200324,6,6,5256.43,50,0.12
M200325,9,9,3324.89,83,0.108
M200326,6,6,4015.28,75,0.08
M200327,1,1,10703.95,1,1.0
M200328,5,5,10055.48,27,0.185
M200329,4,4,3668.44,72,0.056
M200330,5,5,6160.54,24,0.208
M200331,1,1,1790.83,1,1.0
M200332,4,4,2402.26,47,0.085
M200333,2,2,6798.66,13,0.154
M200334,6,6,2554.43,84,0.071
M200335,3,3,3564.62,31,0.097
M200336,6,6,2617.51,83,0.072
M200337,6,6,4482.11,46,0.13
M200338,1,1,943.48,1,1.0
M200339,9,9,4829.04,72,0.125
M200340,2,2,547.6,49,0.041
M200341,9,9,5292.67,72,0.125
M200342,3,3,6110.77,44,0.068
M200343,7,7,6588.12,84,0.083
M200344,5,5,3778.57,60,0.083
M200345,4,4,7340.64,43,0.093
M200346,6,6,2050.7,44,0.136
M200347,6,6,4181.44,68,0.088
M200348,9,9,3269.94,79,0.114
M200349,4,4,3601.77,50,0.08
M200350,9,9,3793.97,94,0.096
M200351,5,5,6331.88,60,0.083
M200352,6,6,2527.5,57,0.105
M200353,4,4,3537.77,8,0.5
M200354,3,3,3092.24,64,0.047
M200355,2,2,5182.33,10,0.2
M200356,5,5,6351.2,69,0.072
M200357,5,5,5593.8,84,0.06
M200358,2,2,7984.48,33,0.061
M200359,2,2,10666.18,49,0.041
M200360,5,5,2369.62,55,0.091
M200361,4,4,10721.52,57,0.07
M200362,4,4,5558.02,60,0.067
M200363,8,8,6671.64,73,0.11
M200364,3,3,4089.8,26,0.115
M200365,2,2,1257.79,38,0.053
M200366,8,8,8577.05,85,0.094
M200367,3,3,5472.29,50,0.06
M200368,2,2,2098.56,50,0.04
M200369,6,6,4595.86,60,0.1
M200370,4,4,4967.29,76,0.053
M200371,7,7,5494.62,90,0.078
M200372,7,7,3016.8,59,0.119
M200373,3,3,1000.86,41,0.073
M200374,7,7,6565.1,80,0.088
M200375,6,6,2287.26,50,0.12
M200376,5,5,1226.63,43,0.116
M200377,9,9,3088.11,80,0.112
M200378,6,6,4843.8,79,0.076
M200379,4,4,4099.98,75,0.053
M200380,10,10,4867.16,75,0.133
M200381,3,3,3431.42,53,0.057
M200382,2,2,753.82,38,0.053
M200383,8,8,5649.44,82,0.098
M200384,4,4,4876.14,56,0.071
M200385,7,7,3519.89,65,0.108
M200386,9,8,3175.29,75,0.12
M200387,6,6,6306.03,72,0.083
M200388,8,8,2991.46,64,0.125
M200389,10,10,4055.33,79,0.127
M200390,4,4,2506.87,62,0.065
M200391,3,3,2488.16,78,0.038
M200392,10,10,3243.85,52,0.192
M200393,5,5,4737.07,30,0.167
M200394,1,1,1345.92,1,1.0
M200395,5,5,4761.97,79,0.063
M200396,6,6,6266.8,82,0.073
M200397,9,9,6351.35,90,0.1
M200398,2,2,1106.27,15,0.133
M200399,6,6,10037.66,50,0.12
M200400,5,5,5056.97,77,0.065
M200401,5,5,5106.91,81,0.062
M200402,8,8,2235.25,73,0.11
M200403,8,8,2383.72,69,0.116
M200404,2,2,863.98,4,0.5
M200405,8,8,5316.17,66,0.121
M200406,4,4,5280.93,53,0.075
M200407,4,4,3078.27,67,0.06
M200408,9,9,2883.2,74,0.122
M200409,3,3,3440.09,36,0.083
M200410,4,4,6774.62,85,0.047
M200411,3,3,6974.62,44,0.068
M200412,6,6,5727.04,92,0.065
M200413,3,3,1486.82,22,0.136
M200414,4,4,3117.52,67,0.06
M200415,3,3,5791.67,24,0.125
M200416,7,7,2463.31,68,0.103
M200417,6,6,3992.92,63,0.095
M200418,2,2,5050.78,16,0.125
M200419,6,6,2517.26,87,0.069
M200420,6,6,11249.94,51,0.118
M200421,6,6,2756.56,94,0.064
M200422,8,8,5070.76,75,0.107
M200423,2,2,5092.23,52,0.038
M200424,8,8,2779.78,74,0.108
M200425,3,3,2056.87,25,0.12
M200426,6,6,5387.27,61,0.098
M200427,12,12,3055.34,82,0.146
M200428,5,5,5716.71,33,0.152
M200429,6,6,4825.53,91,0.066
M200430,4,4,3108.49,31,0.129
M200431,5,5,2524.86,62,0.081
M200432,7,7,8984.3,43,0.163
M200433,2,2,3473.92,10,0.2
M200434,7,7,3375.13,89,0.079
M200435,5,5,2658.46,56,0.089
M200436,6,6,3050.76,54,0.111
M200437,3,3,2078.73,66,0.045
M200438,8,8,4892.16,65,0.123
M200439,7,7,3641.01,86,0.081
